id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;神明神社（石神さん）;しんめいじんじゃ いしがみさん;folk;三重県;鳥羽市;34.394882;136.901627;三重県鳥羽市相差町1385;南鳥羽・相差町の氏神神明神社の境内社で、玉依姫命を祀る海女信仰の聖地。「女性の願いを一つだけ叶える」と伝わる鳥羽三女神のひとつ。境内自由・参拝可。亀山ICから伊勢道経由で約1時間30分、相差駐車場利用。海女文化資料館・鼻かけえびすと併せて巡れる。;https://www.toba.gr.jp/sightseeing/2696/;採用
;青峯山正福寺;あおみねさん しょうふくじ;folk;三重県;鳥羽市;34.422092;136.842102;三重県鳥羽市松尾町519;標高336mの青峯山頂に建つ高野山真言宗別格本山で、十一面観世音菩薩を本尊とする海上安全祈願の霊場。鳥羽・志摩・伊勢湾岸の漁業者の厚い信仰を集める。本祭は旧暦1月18日の御船祭（おふなさい）で、全国の大漁旗を掲げた漁船が参集する。県道47号鳥羽磯部線経由で参拝、大型バスは進入困難。亀山ICから約1時間50分。;https://isekannon.jp/otera_list/syofukuji/;採用
;敢国神社;あえくにじんじゃ;folk;三重県;伊賀市;34.787704;136.164459;三重県伊賀市一之宮877;伊賀国一宮で、伊賀地域に分布する獅子神楽の原型を伝える神社（県無形民俗文化財）。獅子神楽奉納は毎年1月3日舞初祭・4月17日舞上祭・12月5日例祭。境内自由で通常参拝可。「鼻高」の舞は天狗が獅子をからかうユーモラスな演目。亀山市から名阪国道経由で約35分。;https://www.igaportal.co.jp/special/24088;採用
;荒神山観音寺;こうじんやま かんのんじ;folk;三重県;鈴鹿市;34.902912;136.514938;三重県鈴鹿市高塚町1777;812年開創と伝わる真言宗寺院で、十一面観世音菩薩を本尊とする鈴鹿の古刹。「荒神山の喧嘩」（江戸時代の侠客抗争）の舞台で知られる。本祭は毎年4月7日・8日の春季会式（火渡り神事）。春日局寄進と伝わる釣鐘あり。本堂は国指定重要文化財。亀山市から東名阪鈴鹿ICまたは加佐登駅経由で約20〜25分。;https://isekannon.jp/otera_list/kouzinyama/;採用
;宝珠院（上津不動）;ほうじゅいん こうづふどう;folk;三重県;伊賀市;34.689693;136.224701;三重県伊賀市北山1424;真言宗豊山派、伊賀四国霊場第二十番札所の山伏寺。本祭は毎年10月第4日曜の「上津の火祭り」（柴燈護摩・火渡り修行）。毎月第3日曜は写経、5月・10月に滝行、各種山伏修行を一般受付。亀山市から名阪国道上柘植IC経由で約25分、伊賀上津駅から徒歩約15分。;https://shinobi-arts.com/ninja_shinobi/iga_kouzu_himatsuri/;採用
;しろんご祭（白髭神社）;しろんごさい しらひげじんじゃ;animal;三重県;鳥羽市;34.489937;136.888168;三重県鳥羽市菅島町（しろんご浜・白髭神社）;菅島の白浜（しろんご浜）で行われる海女祭。本祭は毎年7月11日に近い土曜日（2026年は7月11日土曜日）。ホラ貝の合図で海女が一斉に潜り、最初に獲った雌雄つがいのアワビ「まねきアワビ」を白髭神社に奉納する。約700年前に菅島に漂着した白蛇を竜神の使いとして祀ったのが起源。市無形民俗文化財。鳥羽マリンターミナルから市営定期船15分の離島、当日は混雑するため早朝の便で。;https://www.iseshima-kanko.jp/feature/sugashima;採用
;観菩提寺正月堂 修正会・大餅会式;かんぼだいじ しょうがつどう しゅしょうえ おおもちえしき;folk;三重県;伊賀市;34.770733;136.054337;三重県伊賀市島ヶ原1349;1200年以上続くと伝わる山あいの仏教民俗行事で、県無形民俗文化財。本祭は毎年2月11日（建国記念の日）固定。7つの頭屋から「エトー」の掛け声で5枚の大餅と珍奇な献供物を担いだ豪壮な行列が正月堂本堂に練り込まれる。集落の頭屋制と棚田・山あいの田園空間と一体の行事。亀山市から名阪国道経由で約45分。;https://www.igaueno.net/?p=4626;採用
;矢浜山の神祭り;やはま やまのかみまつり;weird;三重県;尾鷲市;34.063580;136.201569;三重県尾鷲市矢浜（野田山・かがり堂周辺）;本祭は毎年2月7日固定の小さな氏子祭。「山の神は嫉妬深い女神」という伝説に基づき、氏子が懐からオコゼを取り出して「オコゼは魚ではありません」と笑い飛ばし、五穀豊穣と平穏を祈願する三重最南域の奇祭。木製農具模型・木製男根型も供える。鳥居を越える前に女性は入れない伝統あり。氏子15名規模の小さな神事で、観光化されていない。亀山市から尾鷲北ICまで約2時間。;https://owasekankou.com/event/yamanokami/;採用
;蓑村の虫送り;みのむら むしおくり;fire;三重県;多気郡明和町;34.519001;136.633423;三重県多気郡明和町蓑村;明和町唯一の虫送り行事。本祭は毎年7月第2日曜（2026年は7月12日日曜日）。豊作を祈り、害虫駆除を祈念して松明と太鼓・鐘で集落を練り歩く。三重県の伝統行事として今も継承。明和町ホームページに告知あり。亀山市から伊勢道勢和多気IC経由で約50分。;https://www.town.meiwa.mie.jp/main/soshiki/saikuuato/kankok/event/2829.html;採用
;布施田 小島まつり;ふせだ こじままつり;folk;三重県;志摩市;34.262310;136.824707;三重県志摩市志摩町布施田（小島神社・布施田中の浜）;志摩町布施田中の浜から漁師と海女の代表が一隻の船に乗り、沖の小島の祠（小島神社）にアワビを供えて海上安全と大漁を祈願する小規模な漁村神事。本祭は旧暦6月4日（2026年は7月17日金曜日頃の見込み・要確認）。日本遺産「海女に出逢えるまち」構成文化財。和具大島の潮かけ祭り（旧暦6月1日）と同時期の系譜上の祭で、こちらは観光化されておらず関係者のみで斎行される静かな神事。亀山市から伊勢道経由で約2時間。;https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4280/;採用
