id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;秋田の聖母マリア像(聖体奉仕会);あきたのせいぼまりあぞう;folk;秋田県;秋田市;39.752100;140.187500;秋田県秋田市添川湯沢台1;カトリック修道院・拝観時間内のみ・1975〜1981年に101回の流涙現象記録;https://www.seitaihoshikai.com;採用
;男鹿のゴジラ岩;おがのごじらいわ;mystery;秋田県;男鹿市;39.923400;139.708100;秋田県男鹿市船川港本山門前;男鹿半島・大潟ジオパーク内・夕日時は逆光注意・干潮時推奨;https://www.nta.co.jp/media/tripa/articles/KUgGW;採用
;唐人駄場遺跡;とうじんだばいせき;mystery;高知県;土佐清水市;32.736800;132.985400;高知県土佐清水市松尾977;山中の巨石ミステリーサークル・自然散策・夜間は危険;https://www.city.tosashimizu.kochi.jp/kanko/g01_tojindaba.html;採用
;足摺七不思議;あしずりななふしぎ;folk;高知県;土佐清水市;32.724400;132.991900;高知県土佐清水市足摺岬 金剛福寺周辺;弘法大師伝承の民俗スポット群・遊歩道散策・崖近接注意;https://www.city.tosashimizu.kochi.jp/kanko/g01_7fushiji.html;採用
;大魚神社の海中鳥居;おおうおじんじゃのかいちゅうとりい;folk;佐賀県;藤津郡太良町;33.022400;130.173500;佐賀県藤津郡太良町多良1874-9;潮の満ち引きで姿が変わる・干潮時のみ徒歩接近可・潮汐表確認必須;https://rurubu.jp/andmore/spot/80113935;採用
;斎場御嶽;せーふぁうたき;folk;沖縄県;南城市;26.168900;127.825300;沖縄県南城市知念久手堅;世界遺産・琉球王国最高聖地・入場時間制限あり・神聖地のためマナー厳守;https://okinawa-nanjo.jp/sefa/;採用
;ガンガラーの谷;がんがらーのたに;folk;沖縄県;南城市;26.165000;127.762000;沖縄県南城市玉城前川202;鍾乳洞跡の谷・予約制ガイドツアーのみ立入可・営業時間内;https://www.kankou-nanjo.okinawa/enjoy/247/;採用
;昇仙峡 覚円峰;しょうせんきょうかくえんぼう;mystery;山梨県;甲府市;35.734400;138.566000;山梨県甲府市猪狩町;国指定特別名勝・遊歩道散策・冬季凍結注意;https://bravo-m.futabanet.jp/articles/-/125169;採用
;長門湯本温泉 恩湯;ながとゆもとおんせんおんとう;folk;山口県;長門市;34.382600;131.185500;山口県長門市深川湯本2265;山口県最古の温泉郷・薬師如来化身の白猿発見伝説・営業時間内;https://onto.jp;採用
;鹿野山神野寺;かのうざんじんやじ;folk;千葉県;君津市;35.251500;139.966400;千葉県君津市鹿野山324-1;聖徳太子開基(伝)・仁王門の鯨像が珍奇・境内自由;https://www.city.kimitsu.lg.jp/site/kanko/2231.html;採用
