id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;釣石神社;つりいしじんじゃ;mystery;宮城県;石巻市;38.569447;141.433859;宮城県石巻市北上町十三浜字菖蒲田305;公的観光案内に掲載の神社。参拝路・境内の案内に従い・荒天時は無理をしない。;https://www.city.ishinomaki.lg.jp/cont/10250000/-map/001/20130225111648.html;採用
;立石（丸森町）;たていし;nature;宮城県;伊具郡丸森町;38.070000;140.770000;宮城県伊具郡丸森町字泉（立石）;町の天然記念物。登山口案内・立入禁止表示に従い・足元の悪い時は避ける。;https://marumori.jp/spot/tachiishi/;採用
;越前がにミュージアム;えちぜんがにみゅーじあむ;bkyu;福井県;丹生郡越前町;35.920008;135.998064;福井県丹生郡越前町厨71-324-1;屋内施設。営業時間・休館日の最新情報を確認して来館する。;https://www.town-echizen.jp/spot/spot01Detail.php?id=338;採用
;めがねミュージアム;めがねみゅーじあむ;bkyu;福井県;鯖江市;35.942759;136.198812;福井県鯖江市新横江2-3-4（めがね会館）;市の観光ページ掲載の施設。体験は予約優先のため事前確認推奨。;https://www.city.sabae.fukui.jp/kanko/sightseeing/museum.html;採用
;坂井市龍翔博物館;さかいしりゅうしょうはくぶつかん;folk;福井県;坂井市;36.219913;136.151315;福井県坂井市三国町緑ヶ丘4-2-1;市立施設。開館日・展示替え等は公式情報を確認。;http://www.city.fukui-sakai.lg.jp/ryushokan/kanko-bunka/kanko/rekishi/mikuni-ryushokan.html;採用
;吉崎御坊蓮如上人記念館;よしざきごぼうれんにょしょうにんきねんかん;folk;福井県;あわら市;36.287083;136.251110;福井県あわら市吉崎1丁目901;施設の休館日が季節で変動するため・来館前に公式情報を確認。;https://bunka.nii.ac.jp/museums/detail/13881;採用
;勝山城博物館;かつやまじょうはくぶつかん;bkyu;福井県;勝山市;36.042662;136.520559;福井県勝山市平泉寺町平泉寺85-26-1;冬期休館などがあるため・営業日を確認して訪問する。;https://www.fuku-e.com/spot/detail_1169.html;採用
;福井市水道記念館;ふくいしすいどうきねんかん;folk;福井県;福井市;36.058664;136.211325;福井県福井市足羽1丁目7番35号;市の施設案内に従い・開館時間内に見学する。;https://www.city.fukui.lg.jp/kurasi/suido/sisetu/p016229.html;採用
;紙わらべ資料館;かみわらべしりょうかん;bkyu;福井県;敦賀市;35.656241;136.066940;福井県敦賀市相生町13-14（博物館通り）;開館日が限定されるため・事前に開館日を確認して訪問する。;https://minato-tsuruga.jp/kamiwarabe/;採用
;みなとつるが山車会館;みなとつるがやまかいかん;folk;福井県;敦賀市;35.657000;136.066000;福井県敦賀市相生町7-6;市の施設案内に従い・休館日・最終入館時刻に注意して来館する。;https://www.city.tsuruga.lg.jp/page/4208.html;採用
