id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;大村神社（要石・なまずの宮）;おおむらじんじゃ かなめいし なまずのみや;folk;三重県;伊賀市;34.670624;136.183197;三重県伊賀市阿保1555;式内社で地震除けの神を祀る。境内自由で通常参拝可。要石は本殿裏手にあり撫でて祈願する習俗が今も続く。鯰絵の絵馬授与あり。;http://www.jinja-net.jp/oomura-jinja/;採用
;「ん！」看板（国道42号沿い）;んかんばん;bkyu;三重県;度会郡大紀町;34.367638;136.430618;三重県度会郡大紀町（国道42号沿い、地区不詳）;大紀町内の国道42号沿いに10年ほど前に株式会社小川（明和町本社）が設置した謎の2文字看板。Jタウンネット2023年取材記事掲載済。正確な設置地点は大紀町内であることまでしか公表情報なし、現地確認推奨。路肩停車時は交通量に注意。;https://j-town.net/2023/03/25344341.html?p=all;採用
;千引神社・千引岩;ちびきじんじゃ ちびきいわ;folk;三重県;度会郡玉城町;34.474632;136.621262;三重県度会郡玉城町勝田;勝田大池の東にあった巨岩を村人が村まで運んで祀ったとされる「血の道の神様」。約130年前の創祀伝承。千人で引く程の岩のため千引岩と称す。毎年4月3日に女性たちで祭礼。境内自由、通常参拝可。玉城町文化財公式ページに伝承記載あり。;https://kizuna.town.tamaki.mie.jp/bunkasports/bunkagejyutsu/mnw6.html;採用
;花の木三尊磨崖仏;はなのきさんぞんまがいぶつ;folk;三重県;伊賀市;34.737434;136.106461;三重県伊賀市大内（旧花の木小学校校門脇）;徳治元年（1306年）銘の伊賀最古級磨崖仏。釈迦・阿弥陀・地蔵の三尊立像。校門入ってすぐの校庭右側の岩塊南面に彫られる。学校敷地隣接のため平日訪問時は配慮が必要、休日見学推奨。;http://www.isinohotoke.net/mie3.htm;採用
;坂倉遺跡公園;さかくらいせきこうえん;folk;三重県;多気郡多気町;34.508179;136.577942;三重県多気郡多気町東池上字坂倉;県指定史跡（昭和50年指定）。縄文時代早期の集落跡で住居跡状土坑および天井部を持つU字形炉跡19ヶ所を確認、全国的に珍しい構造。三重県初出土の押型文土器産出地。約8000年前の遺跡。多気駅から徒歩約5分。常時見学可。;https://www.town.taki.mie.jp/life/soshiki/kyoiku/bunka_sport/3/bunkzai/479.html;採用
;名阪健康ランド（昇龍温泉）廃墟;めいはんけんこうらんど;horror;三重県;伊賀市;34.830959;136.233566;三重県伊賀市上村1401-1（名阪国道上柘植IC隣接）;昭和62年完成、2008年休業のち廃業。建物面積5720平米の温泉・健康ランド廃墟。2021年時点で敷地内に太陽光発電所が併設、廃墟建物は外観のみ視認可。敷地内立入禁止、内部は雨漏りで床天井ボロボロのため危険。外観撮影のみとし無断侵入は厳禁。;https://onsen2ikou.com/mie-syoryu/;採用
;大丹倉;おおにぐら;folk;三重県;熊野市;33.933491;135.975800;三重県熊野市育生町大森（大森神社からカシノト道経由）;高さ300mの赤色巨岩壁、修験道の行場として知られる名勝。熊野の巨岩信仰の核。登山口は大森神社、表丹倉経由で大丹倉山頂までの登山道あり。登山装備必須、悪天時は入山控える。冬季は要注意。;https://www.city.kumano.lg.jp/tourism/?content=179;採用
;ジャンボ干支（辰水神社）;じゃんぼえと たつみずじんじゃ;bkyu;三重県;津市;34.731529;136.414352;三重県津市美里町家所1941;昭和61年から続く津市美里町の風物詩。地元「ふるさと愛好会」が毎年その年の干支を発泡スチロールと鉄骨で巨大制作し辰水神社の「開運潜門」として奉納。展示期間は12月29日〜2月末（年により3月末まで延長）。展示期間外は通常の山中神社で社殿は丘上の階段の先。臨時駐車場あり。;https://www.tsukanko.jp/event/79/;採用
;彌都加伎神社（てるてる坊主奉納）;みずがきじんじゃ;folk;三重県;鈴鹿市;34.860786;136.590103;三重県鈴鹿市東玉垣町1412;鈴鹿市東玉垣の式内社。社務所受付9時〜17時。てるてる坊主奉納の真偽は要現地確認、観光三重公式に掲載のある正式な神社。境内常時参拝可。;https://www.kankomie.or.jp/spot/24544;保留
;河鹿荘（榊原温泉廃旅館）;かじかそう;horror;三重県;津市;34.706676;136.355804;三重県津市榊原町（紫峰閣隣接）;榊原温泉の廃旅館。既存スポット「紫峰閣（榊原温泉廃国民宿舎）」の隣接地。建物は外観のみ視認、敷地内立入不可。haikyo.info記録あり、撮影は道路から行うこと。夜間立入は厳禁、昼間外観のみ。;https://haikyo.info/s/9163.html;採用
