id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;越後胎内観音;えちごたいないかんのん;folk;新潟県;胎内市;38.062000;139.501000;新潟県胎内市熱田坂881-1;戦没者慰霊・像高7.3m・冬季積雪;http://sakahara.cocolog-nifty.com/blog/2012/05/post-0b4e.html;採用
;白馬大仏;はくばだいぶつ;bkyu;新潟県;糸魚川市;36.984000;137.762000;新潟県糸魚川市大野2756 白馬観光ホテル前;ホテル敷地隣接・像高23.5m・1971年建立;http://sakahara.cocolog-nifty.com/blog/2012/05/post-0b4e.html;採用
;高岡大仏;たかおかだいぶつ;folk;富山県;高岡市;36.745000;137.025000;富山県高岡市大手町11-29;大佛寺境内・像高7.43m・日本三大仏の一つ;https://ja.wikipedia.org/wiki/%E9%AB%98%E5%B2%A1%E5%A4%A7%E4%BB%8F;採用
;ハニベ巌窟院;はにべがんくついん;bkyu;石川県;小松市;36.400000;136.500000;石川県小松市立明寺町イ1;石切場跡を活用・地獄絵彫刻・営業時間内;https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8B%E3%83%99%E5%B7%8C%E7%AA%9F%E9%99%A2;採用
;越前大仏(清大寺);えちぜんだいぶつ;bkyu;福井県;勝山市;36.061000;136.490000;福井県勝山市片瀬50-1-1;像高17m・1987年建立・拝観料あり;https://ja.wikipedia.org/wiki/%E6%B8%85%E5%A4%A7%E5%AF%BA;採用
;万治の石仏;まんじのせきぶつ;folk;長野県;諏訪郡下諏訪町;36.078000;138.085000;長野県諏訪郡下諏訪町石仏入口5828;境内自由・岡本太郎絶賛で有名;https://ja.wikipedia.org/wiki/%E4%B8%87%E6%B2%BB%E3%81%AE%E7%9F%B3%E4%BB%8F;採用
;善久寺(両面宿儺像);ぜんきゅうじりょうめんすくなぞう;folk;岐阜県;高山市;36.193000;137.349000;岐阜県高山市丹生川町日面788;本堂内拝観要事前連絡;https://ja.wikipedia.org/wiki/%E4%B8%A1%E9%9D%A2%E5%AE%BF%E5%84%84;採用
;飛騨大鍾乳洞;ひだだいしょうにゅうどう;bkyu;岐阜県;高山市;36.195000;137.353000;岐阜県高山市丹生川町日面1147;鍾乳洞・洞内階段あり・冬季要注意;https://ja.wikipedia.org/wiki/%E9%A3%9B%E9%A8%A8%E5%A4%A7%E9%90%98%E4%B9%B3%E6%B4%9E;採用
;伊豆極楽苑;いずごくらくえん;bkyu;静岡県;伊豆市;34.927000;138.910000;静岡県伊豆市下船原370-1;地獄絵巻立体展示・営業時間内のみ;https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E6%A5%B5%E6%A5%BD%E8%8B%91;採用
;聚楽園大仏;しゅうらくえんだいぶつ;bkyu;愛知県;東海市;35.043903;136.904464;愛知県東海市荒尾町西丸山2-3;聚楽園公園内・像高18.79m・1927年建立;https://ja.wikipedia.org/wiki/%E8%81%9A%E6%A5%BD%E5%9C%92%E5%A4%A7%E4%BB%8F;採用
