id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;うわなり打ち;うわなりうち;weird;鳥取県;西伯郡大山町;35.4570;133.5485;鳥取県西伯郡大山町宮内（大神山神社本社・末社の客社）;先妻が後妻を竹で打つ仕草を再現する全国的にも珍しい民俗神事。本祭は毎年10月24日（隔年で本祭・陰祭の交互開催あり）。県無形民俗文化財。神社境内で執行され見学可だが、神事のため進行を妨げないこと。荒天時中止の可能性。;https://www.pref.tottori.lg.jp/265713.htm;採用
;ひょうげ祭り;ひょうげまつり;weird;香川県;高松市;34.2670;134.0410;香川県高松市香川町浅野（浅野地区集落研修センター～新池の旧赤坂線沿い）；終点は水主神社（みずしじんじゃ）；〒761-1701 香川県高松市香川町浅野2956付近;江戸期に新池を築いた矢延平六を讃える奇祭。本祭は毎年9月第2日曜14:00～16:00頃。参加者が顔を白塗りに化粧し奇抜な衣装で神輿を担ぎ池に投げ込む。沿道の見物は自由だが神輿の進路を妨げないこと。県指定無形民俗文化財。;https://www.city.takamatsu.kagawa.jp/kurashi/kosodate/bunka/bunkazai/shiteibunkazai/mukei_minzoku/hyoge.html;採用
;滝宮の念仏踊;たきのみやのねんぶつおどり;folk;香川県;綾歌郡綾川町;34.2730;133.9215;香川県綾歌郡綾川町滝宮（滝宮神社・滝宮天満宮）〒761-2305 綾川町滝宮1314（天満宮）／1347（神社）;菅原道真公への雨乞い感謝と五穀豊穣を祈る念仏踊。本祭は毎年8月25日。国指定重要無形民俗文化財、2022年ユネスコ無形文化遺産「風流踊」登録。午前8:30から滝宮神社、午後2:00から滝宮天満宮で奉納。神事のため境内マナー遵守。;https://www.town.ayagawa.lg.jp/nenbutsuodori/;採用
;シャンシャン馬道中;しゃんしゃんうまどうちゅう;folk;宮崎県;日南市;31.6470;131.4690;宮崎県日南市宮浦3232（鵜戸神宮）;新婚夫婦が鈴を付けた馬に花嫁を乗せ青島から鵜戸神宮まで「七浦七峠」を巡行する民俗風習の再現。本祭（春の縁日大祭）は毎年3月最終土曜、シャンシャン馬道中再現はその翌日（日曜）。明治中期に廃れた古俗を保存会が復元。沿道の見物自由。;https://www.udojingu.com;採用
;太郎太郎祭;たろうたろうまつり;folk;鹿児島県;いちき串木野市;31.7200;130.1700;鹿児島県いちき串木野市羽島5944（羽島崎神社）;旧暦2月4日に近い日曜（2026年は3月22日予定）に開催される春の大祭。航海安全祈願の「船持ち」と豊作祈願の「田打ち」を続けて行う「五つ祝い」が特色。日本三大稲の豊作祈願祭の一つ。神事のため参加者の動線を妨げないこと。;https://www.jalan.net/event/evt_354137/;採用
;ガウンガウン祭;がうんがうんまつり;folk;鹿児島県;いちき串木野市;31.7270;130.2580;鹿児島県いちき串木野市本浦（深田神社）;県指定無形民俗文化財の春のお田植え祭。本祭は毎年3月第3日曜頃（2026年は3月15日14:00予定）。神事の後、テチョ（父親）が現れ大きな木の股で田を耕す所作を演じる。掛け声の「ガウンガウン」が祭名の由来。少雨決行。;https://www.city.ichikikushikino.lg.jp/bunka1/gaungaun.html;採用
;弥五郎どん祭り;やごろうどんまつり;weird;鹿児島県;曽於市;31.6587;131.0064;鹿児島県曽於市大隅町岩川5745（岩川八幡神社）;身長4m85cmの巨人「弥五郎どん」が町を練り歩く奇祭。本祭は毎年11月3日。1000年以上の歴史を持つ南九州三大祭の一つ。岩川八幡神社の例大祭で県指定無形民俗文化財。沿道は混雑するため早めの場所取りを推奨。;https://soo-navi.jp/soo-festival/yagoroudon-festival/;採用
;高岩神社裸参り;たかいわじんじゃはだかまいり;naked;秋田県;能代市;40.2380;140.2480;秋田県能代市二ツ井町荷上場五輪台23（高岩神社）;白神山地・霊山高岩での雪中裸参り。本祭は旧暦1月15日に近い日曜（2026年は3月頃）。男衆が下帯姿で雪山を登拝する厳冬期の行事。観光客の見物可だが防寒装備必須・夜間道路凍結注意。神事への参加は事前申込制。;https://visitshirakami.com/tc/things_to_do/4334/;採用
;七久里神社秋季祭典 裸祭り;ななくりじんじゃしゅうきさいてん はだかまつり;naked;長野県;飯田市;35.4750;137.8225;長野県飯田市山本3037-1（七久里神社）;南信州の伝統的な裸祭り。本祭（秋季祭典宵祭り）は毎年9月最終土曜（2025年は9/27）。男衆が下帯姿で湯立て神事と松明の奉納を行う。県選択無形民俗文化財。境内は混雑、火の粉や熱湯に注意。神事の動線を妨げないこと。;https://db.go-nagano.net/topics_detail11/id=11722;採用
;鶴岡天神祭 化けものまつり;つるおかてんじんさい ばけものまつり;weird;山形県;鶴岡市;38.7290;139.8260;山形県鶴岡市神明町3-40（鶴岡天満宮）；鶴岡公園・市役所周辺;菅原道真公の左遷を哀れんだ庶民が顔を隠して別れを告げた故事に由来。本祭は毎年5月25日（前後祭含め5月23日～25日）。長手ぬぐいで顔を隠した参加者「化けもの」が無言で参拝者に酒を振る舞う。県指定無形民俗文化財。参加自由だが伝統作法に従うこと、市街地の混雑に注意。;https://yamagatakanko.com/festivals/detail_3084.html;採用
