id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;西福寺開山堂;さいふくじかいさんどう;bkyu;新潟県;魚沼市;37.193875;138.956455;新潟県魚沼市大浦174;拝観料500円・冬期は雪道注意;https://www.saifukuji-k.com/;採用
;黄金山神社(涌谷町);こがねやまじんじゃ;folk;宮城県;遠田郡涌谷町;38.546611;141.130056;宮城県遠田郡涌谷町涌谷字黄金宮前23;日本初の産金地・参道に階段あり;https://www.thr.mlit.go.jp/bumon/b00097/k00360/kasen-HP/kawamachi/13kogane/kogane.htm;採用
;中山仙境 無明橋;なかやませんきょう むみょうばし;mystery;大分県;豊後高田市;33.668000;131.503000;大分県豊後高田市黒土;幅約40cm欄干なし石橋・転落事故の危険あり経験者向け登山装備推奨;https://www.city.bungotakada.oita.jp/site/kankouhp/mumyoubasi.html;採用
;歴史公園えさし藤原の郷;れきしこうえん えさしふじわらのさと;bkyu;岩手県;奥州市;39.221389;141.183833;岩手県奥州市江刺岩谷堂字小名丸86-1;有料テーマパーク・大河ドラマロケ地;https://www.fujiwaranosato.com/;採用
;義経神社(平取町);よしつねじんじゃ;folk;北海道;沙流郡平取町;42.575694;142.115083;北海道沙流郡平取町本町119-1;源義経蝦夷渡来伝説の聖地・アイヌ信仰と融合;https://yoshitsune-jinja.com/;採用
;太郎坊宮(阿賀神社);たろうぼうぐう あがじんじゃ;mystery;滋賀県;東近江市;35.110472;136.218472;滋賀県東近江市小脇町2247;夫婦岩の隙間80cm・悪心ある者は岩に挟まれる伝説あり参道は急階段;https://www.tarobo.com/;採用
;吉見百穴;よしみひゃくあな;mystery;埼玉県;比企郡吉見町;36.041389;139.450833;埼玉県比企郡吉見町北吉見327;国指定史跡・古墳時代横穴墓群・大人300円戦時中地下軍需工場跡併設;https://www.town.yoshimi.saitama.jp/soshiki/shogaigakushuk/7/909.html;採用
;安神山の烏帽子岩;あんじんさんのえぼしいわ;nature;愛媛県;今治市;34.247500;133.012500;愛媛県今治市大三島町宮浦;登山道は岩場・足元注意・大山祇神社から登山口;https://megalithtrek.web.fc2.com/Shikoku/ehime/anjin/anjin.html;採用
;奇絶峡 磨崖三尊大石仏;きぜつきょう まがいさんぞんだいせきぶつ;nature;和歌山県;田辺市;33.783056;135.412694;和歌山県田辺市上秋津;渓谷遊歩道は急坂・足場注意・磨崖仏まで徒歩10分;https://www.tanabe-kanko.jp/view/sizen/kizekkyo/;採用
;大池のオヒルギ群落;おおいけのおひるぎぐんらく;nature;沖縄県;島尻郡南大東村;25.852778;131.243056;沖縄県島尻郡南大東村大字南大東;国指定天然記念物・海から隔絶された淡水池に塩生植物が自生する珍現象;https://www.env.go.jp/nature/important_wetland/wetland/w604.html;採用
