id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;大石林山;だいせきりんざん;folk;沖縄県;国頭郡国頭村;26.870000;128.255000;沖縄県国頭郡国頭村宜名真1241;世界自然遺産・聖地安須杜・約2億年前の石灰岩奇岩群・入山料あり;https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%9F%B3%E6%9E%97%E5%B1%B1;採用
;猿橋;さるはし;mystery;山梨県;大月市;35.610600;138.940000;山梨県大月市猿橋町猿橋;日本三奇橋・国指定名勝・刎橋構造・見学自由;https://www.city.otsuki.yamanashi.jp/kanko/highlight/saruhashi.html;採用
;忍野八海;おしのはっかい;folk;山梨県;南都留郡忍野村;35.460300;138.832000;山梨県南都留郡忍野村忍草;世界文化遺産・国指定天然記念物・富士山伏流水8湧泉・出口池等;https://ja.wikipedia.org/wiki/%E5%BF%8D%E9%87%8E%E5%85%AB%E6%B5%B7;採用
;たつこ像;たつこぞう;folk;秋田県;仙北市;39.710000;140.660000;秋田県仙北市西木町西明寺字潟尻;田沢湖畔・辰子姫伝説・金粉漆塗りブロンズ像・1968年完成;https://akijin.jp/culture-history/623/;採用
;会津さざえ堂(旧正宗寺三匝堂);あいづさざえどう;bkyu;福島県;会津若松市;37.504500;139.954000;福島県会津若松市一箕町大字八幡字弁天下1404;国指定重要文化財・1796年建立・二重らせん構造・拝観料あり;https://ja.wikipedia.org/wiki/%E6%A0%84%E8%9E%BA%E5%A0%82;採用
;道の駅大歩危(妖怪屋敷と石の博物館);みちのえきおおぼけようかいやしき;bkyu;徳島県;三好市;33.910000;133.790000;徳島県三好市山城町上名1553-1;山城町は妖怪村として知られる・営業時間内・大歩危峡谷観光船発着;https://www.awanavi.jp/archives/spot/2887;採用
;芝山仁王尊 観音教寺;しばやまにおうそんかんのんきょうじ;folk;千葉県;山武郡芝山町;35.682000;140.418000;千葉県山武郡芝山町芝山298;天応元年(781年)創建・天台宗・はにわ博物館併設・開堂時間内;https://maruchiba.jp/spot/detail_10579.html;採用
;大巌寺(七不思議);だいがんじななふしぎ;mystery;千葉県;千葉市中央区;35.601000;140.123000;千葉県千葉市中央区大巌寺町180;浄土宗・七不思議伝承(吸込子安地蔵等)・宝物殿は月2回開館;https://chiicomi.com/press/140003/;採用
;タウシュベツ川橋梁(めがね橋);たうしゅべつがわきょうりょう;mystery;北海道;河東郡上士幌町;43.415600;143.189200;北海道河東郡上士幌町字ぬかびら源泉郷;旧国鉄士幌線廃線橋・1937年完成・幻の橋(6-10月水没)・展望台から見学;https://ja.wikipedia.org/wiki/%E3%82%BF%E3%82%A6%E3%82%B7%E3%83%A5%E3%83%99%E3%83%84%E5%B7%9D%E6%A9%8B%E6%A2%81;採用
;鬼ノ城(鬼城山);きのじょう;mystery;岡山県;総社市;34.725500;133.762400;岡山県総社市奥坂;古代山城・桃太郎伝説の温羅(うら)の居城伝承・国史跡・登山道整備済;https://www.okayama-kanko.jp/spot/detail_10755.html;採用
