id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
fest-122;相模国府祭(六所神社);さがみこうのまち;folk;神奈川県;中郡大磯町;35.303494;139.277514;神奈川県中郡大磯町国府本郷935(六所神社);五社神輿が参集する大磯神揃山。観覧は神揃山と大矢場の指定エリアから。神事の進行を妨げない;https://rokusho.jp/;採用
fest-123;上州白久保のお茶講;じょうしゅうしろくぼのおちゃこう;folk;群馬県;吾妻郡中之条町;36.595478;138.836914;群馬県吾妻郡中之条町大字五反田3795-2(歴史と民俗の博物館ミュゼ近郊・お茶講の家);国指定重要無形民俗文化財。体験は予約必要(白久保お茶講保存会 0279-75-0441);https://www.town.nakanojo.gunma.jp/soshiki/15/1291.html;採用
fest-124;新野の雪祭り;にいののゆきまつり;folk;長野県;下伊那郡阿南町;35.246810;137.812345;長野県下伊那郡阿南町新野(伊豆神社・諏訪神社);1/13夜～15朝の徹夜祭。極寒の屋外神事。防寒必須。火気・神事区域への立入禁止;http://www.town.anan.nagano.jp/tourism/niino_yukimatsuri/;採用
fest-125;利賀の初午;とがのはつうま;folk;富山県;南砺市利賀村;36.418680;136.974340;富山県南砺市利賀村上村(利賀市民センター付近);積雪期の山村行事。子供達が主体。1月15日近辺の休日;https://culture-archives.city.nanto.toyama.jp/culture/bunkazai/bunkazai0034/;採用
fest-126;然別湖白蛇姫まつり;しかりべつこしらへびひめまつり;folk;北海道;河東郡鹿追町;43.236333;143.110667;北海道河東郡鹿追町北瓜幕無番地(然別湖畔);7月開催。湖畔夜間イベントのため遊歩道照明あり。湖への立入禁止区域あり;https://shikaribetsuko.com/;採用
fest-127;防府天満宮御神幸祭(裸坊祭);ほうふてんまんぐうごじんこうさい(はだかぼうまつり);naked;山口県;防府市;34.057556;131.566167;山口県防府市松崎町14-1(防府天満宮);11月第4土曜18時御発輦。約5000人の白装束男性が参加。沿道は混雑。御網代輿の大石段下りは特に危険ゾーン;https://www.hofutenmangu.com/event/gojinkou/;採用
fest-128;麓山の火祭り;はやまのひまつり;fire;福島県;双葉郡富岡町;37.370806;140.956151;福島県双葉郡富岡町大字上手岡字麓山1(上手岡麓山神社);8/15。山中での松明行列。原発事故からの復興行事。山道の足元に注意;https://tomioka-plus.or.jp/blog/tomioka_hayamanohimatsuri/;採用
fest-129;深川八幡祭り(水かけ祭り);ふかがわはちまんまつり(みずかけまつり);other;東京都;江東区;35.671528;139.798722;東京都江東区富岡1-20-3(富岡八幡宮);3年に1度の本祭りで連合渡御。担ぎ手・観衆に容赦なく水がかけられる。電子機器は完全防水必須。次回本祭2026年8月16日;https://www.tomiokahachimangu.or.jp/;採用
fest-130;柳沢の焼け八幡;やなぎさわのやけはちまん;fire;宮城県;加美郡加美町;38.658056;140.819444;宮城県加美郡加美町宮崎柳沢地区(柳沢八幡神社);深夜2時頃から裸に鉢巻・腹帯・草鞋姿の若者が松明を持って参拝。御小屋に火を点けて終焉。極寒夜間神事;https://www.japan47go.travel/ja/detail/d04b3b5f-92a4-48e5-93ef-fecb0206e919;採用
fest-131;道明寺天満宮うそかえ祭;どうみょうじてんまんぐううそかえさい;weird;大阪府;藤井寺市;34.569260;135.617567;大阪府藤井寺市道明寺1-16-40(道明寺天満宮);1月25日(初天神)。11時と15時の2回。木彫りの鷽人形を「替えましょう替えましょう」と交換;https://www.domyojitenmangu.com/usokae.html;採用
