id;name;name_kana;category;prefecture;city;lat;lng;address;safety_note;source_url;decision
;日原鍾乳洞;にっぱらしょうにゅうどう;nature;東京都;奥多摩町;35.852583;139.040861;東京都西多摩郡奥多摩町日原1052;洞内は足元が滑りやすいので歩きやすい靴推奨。公開時間内に入洞し・天候急変時は無理をしない。;https://ja.wikipedia.org/wiki/%E6%97%A5%E5%8E%9F%E9%8D%BE%E4%B9%B3%E6%B4%9E;採用
;大船観音寺;おおふなかんのんじ;folk;神奈川県;鎌倉市;35.353486;139.528698;神奈川県鎌倉市岡本1-5-3;拝観時間内に参拝。坂道・階段があるため歩きやすい靴推奨。;https://www.navitime.co.jp/poi?spot=02301-000511;採用
;仙台大観音;せんだいだいかんのん;folk;宮城県;仙台市泉区;38.300564;140.823577;宮城県仙台市泉区実沢字中山南31-36;拝観時間内に参拝。胎内拝観は受付時間に注意。;https://www.navitime.co.jp/poi?spot=02301-3300169;採用
;大沢鍾乳洞;おおさわしょうにゅうどう;nature;新潟県;五泉市;37.042900;139.144600;新潟県五泉市刈羽乙1195;洞内は暗く足元が悪い場合があるため懐中電灯と滑りにくい靴推奨。積雪期は状況確認。;https://www.city.gosen.lg.jp/organization/13/7/3/1/1710.html;採用
;高松市石の民俗資料館;たかまつしいしのみんぞくしりょうかん;folk;香川県;高松市;34.352981;134.134020;香川県高松市牟礼町牟礼1810;開館時間内に見学。休館日（主に月曜）に注意。;https://opendata.takamatsu-fact.com/cultural_property/data.csv;採用
;牛久阿弥陀大佛;うしくあみだだいぶつ;folk;茨城県;牛久市;35.982696;140.220289;茨城県牛久市久野町2083;拝観時間内に参拝。胎内拝観は受付終了時刻に注意。;https://mapfan.com/spots/SCWWW,J,9W;採用
;ミュージアムパーク茨城県自然博物館;みゅーじあむぱーくいばらきけんしぜんはくぶつかん;nature;茨城県;坂東市;36.005234;139.916445;茨城県坂東市大崎700;開館時間内に見学。休館日（主に月曜）に注意。;https://www.navitime.co.jp/poi?spot=02301-2900375;採用
;九州国立博物館;きゅうしゅうこくりつはくぶつかん;folk;福岡県;太宰府市;33.518356;130.538297;福岡県太宰府市石坂4-7-2;開館時間内に見学。休館日に注意。;https://ja.wikipedia.org/wiki/%E4%B9%9D%E5%B7%9E%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8;採用
;福岡市博物館;ふくおかしはくぶつかん;folk;福岡県;福岡市早良区;33.589742;130.353056;福岡県福岡市早良区百道浜3-1-1;開館時間内に見学。休館日（主に月曜）に注意。;https://www.navitime.co.jp/poi?spot=02301-1301418;採用
;立岩・しあわせ祈岩;たていわ・しあわせきがん;nature;山口県;周防大島町;33.894877;132.308963;山口県大島郡周防大島町鹿家;海岸の岩場は足元が滑りやすいので荒天時は近づかない。落石や高波に注意。;https://www.navitime.co.jp/poi?spot=02022-1405946&from=marketplace_category_pc;採用
